,label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
48,19უ,3202,1213,118,155,IMG_20220404_150259.jpg,4608,3456
49,12ნ,3310,1186,92,141,IMG_20220404_150259.jpg,4608,3456
50,8ი,3392,1231,92,110,IMG_20220404_150259.jpg,4608,3456
51,17ს,3480,1188,80,145,IMG_20220404_150259.jpg,4608,3456
52,18ტ,3556,1199,107,177,IMG_20220404_150259.jpg,4608,3456
53,16რ,3657,1200,112,154,IMG_20220404_150259.jpg,4608,3456
54,8ი,3764,1228,85,128,IMG_20220404_150259.jpg,4608,3456
55,11მ,3844,1202,81,141,IMG_20220404_150259.jpg,4608,3456
56,8ი,3921,1249,83,116,IMG_20220404_150259.jpg,4608,3456
57,17ს,4005,1206,85,146,IMG_20220404_150259.jpg,4608,3456
58,17ს,821,1253,107,168,IMG_20220404_150259.jpg,4608,3456
59,17ს,1025,1260,98,159,IMG_20220404_150259.jpg,4608,3456
60,17ს,2332,1318,92,150,IMG_20220404_150259.jpg,4608,3456
61,17ს,1942,1473,103,161,IMG_20220404_150259.jpg,4608,3456
62,8ი,926,1296,105,141,IMG_20220404_150259.jpg,4608,3456
63,8ი,1430,1325,105,110,IMG_20220404_150259.jpg,4608,3456
64,8ი,1746,1515,105,118,IMG_20220404_150259.jpg,4608,3456
65,8ი,1848,1504,103,128,IMG_20220404_150259.jpg,4608,3456
66,18ტ,1123,1291,127,174,IMG_20220404_150259.jpg,4608,3456
67,18ტ,1445,1482,125,166,IMG_20220404_150259.jpg,4608,3456
68,18ტ,2889,1354,112,165,IMG_20220404_150259.jpg,4608,3456
69,4ე,1244,1313,99,170,IMG_20220404_150259.jpg,4608,3456
70,4ე,1233,1502,94,146,IMG_20220404_150259.jpg,4608,3456
71,4ე,2088,1347,89,146,IMG_20220404_150259.jpg,4608,3456
72,4ე,2175,1524,87,157,IMG_20220404_150259.jpg,4608,3456
73,4ე,3245,1385,94,137,IMG_20220404_150259.jpg,4608,3456
74,4ე,3560,1401,90,134,IMG_20220404_150259.jpg,4608,3456
75,4ე,3724,1399,81,137,IMG_20220404_150259.jpg,4608,3456
76,11მ,1338,1273,99,161,IMG_20220404_150259.jpg,4608,3456
77,11მ,2001,1311,94,137,IMG_20220404_150259.jpg,4608,3456
78,11მ,2685,1336,99,143,IMG_20220404_150259.jpg,4608,3456
79,7თ,1524,1318,161,121,IMG_20220404_150259.jpg,4608,3456
80,16რ,1748,1296,137,161,IMG_20220404_150259.jpg,4608,3456
81,16რ,1318,1463,136,155,IMG_20220404_150259.jpg,4608,3456
82,16რ,3430,1365,118,132,IMG_20220404_150259.jpg,4608,3456
83,13ო,1875,1341,132,112,IMG_20220404_150259.jpg,4608,3456
84,13ო,913,1492,137,118,IMG_20220404_150259.jpg,4608,3456
85,10ლ,2164,1331,172,161,IMG_20220404_150259.jpg,4608,3456
86,0ა,2412,1352,81,134,IMG_20220404_150259.jpg,4608,3456
87,0ა,2605,1367,90,107,IMG_20220404_150259.jpg,4608,3456
88,0ა,2819,1542,80,119,IMG_20220404_150259.jpg,4608,3456
89,0ა,1566,1502,89,121,IMG_20220404_150259.jpg,4608,3456
90,0ა,2992,1374,81,116,IMG_20220404_150259.jpg,4608,3456
91,0ა,3355,1392,81,108,IMG_20220404_150259.jpg,4608,3456
92,0ა,3873,1410,81,108,IMG_20220404_150259.jpg,4608,3456
93,4ე,2800,1374,94,136,IMG_20220404_150259.jpg,4608,3456
94,6ზ,3140,1352,116,143,IMG_20220404_150259.jpg,4608,3456
95,6ზ,2256,1497,119,154,IMG_20220404_150259.jpg,4608,3456
96,5ვ,1141,1499,98,146,IMG_20220404_150259.jpg,4608,3456
97,5ვ,2739,1539,83,146,IMG_20220404_150259.jpg,4608,3456
98,14პ,3066,1347,83,141,IMG_20220404_150259.jpg,4608,3456
99,9კ,808,1484,116,155,IMG_20220404_150259.jpg,4608,3456
100,1ბ,3798,1376,85,132,IMG_20220404_150259.jpg,4608,3456
101,26ც,2486,1358,103,150,IMG_20220404_150259.jpg,4608,3456
102,30ხ,3647,1372,83,141,IMG_20220404_150259.jpg,4608,3456
103,12ნ,1045,1455,105,148,IMG_20220404_150259.jpg,4608,3456
104,3დ,2609,1539,136,141,IMG_20220404_150259.jpg,4608,3456
105,24შ,2065,1486,119,150,IMG_20220404_150259.jpg,4608,3456
106,22ღ,2370,1533,123,146,IMG_20220404_150259.jpg,4608,3456
107,19უ,2488,1519,130,172,IMG_20220404_150259.jpg,4608,3456
108,26ც,1645,1511,110,150,IMG_20220404_150259.jpg,4608,3456
109,8ი,210,2394,177,170,IMG_20220404_150259.jpg,4608,3456
110,8ი,337,2744,172,172,IMG_20220404_150259.jpg,4608,3456
111,8ი,898,3061,174,182,IMG_20220404_150259.jpg,4608,3456
112,8ი,1724,2353,154,162,IMG_20220404_150259.jpg,4608,3456
113,8ი,1867,2353,147,152,IMG_20220404_150259.jpg,4608,3456
114,8ი,2109,2675,140,145,IMG_20220404_150259.jpg,4608,3456
115,8ი,2238,2979,140,162,IMG_20220404_150259.jpg,4608,3456
116,8ი,2467,2652,150,154,IMG_20220404_150259.jpg,4608,3456
117,8ი,3306,2623,130,157,IMG_20220404_150259.jpg,4608,3456
118,8ი,3848,2615,123,152,IMG_20220404_150259.jpg,4608,3456
119,8ი,3658,3294,92,123,IMG_20220404_150259.jpg,4608,3456
120,17ს,365,2330,170,227,IMG_20220404_150259.jpg,4608,3456
121,17ს,2360,2902,145,225,IMG_20220404_150259.jpg,4608,3456
122,17ს,2687,3301,100,154,IMG_20220404_150259.jpg,4608,3456
123,17ს,3740,3254,88,147,IMG_20220404_150259.jpg,4608,3456
124,17ს,4356,3201,83,147,IMG_20220404_150259.jpg,4608,3456
125,17ს,3957,2553,117,209,IMG_20220404_150259.jpg,4608,3456
126,17ს,2767,2880,125,225,IMG_20220404_150259.jpg,4608,3456
127,7თ,499,2732,252,170,IMG_20220404_150259.jpg,4608,3456
128,1ბ,184,2683,165,240,IMG_20220404_150259.jpg,4608,3456
129,1ბ,2106,2927,140,215,IMG_20220404_150259.jpg,4608,3456
130,1ბ,3206,2887,132,200,IMG_20220404_150259.jpg,4608,3456
131,1ბ,3586,3271,85,129,IMG_20220404_150259.jpg,4608,3456
132,1ბ,3735,2562,123,204,IMG_20220404_150259.jpg,4608,3456
133,20ფ,594,2390,215,224,IMG_20220404_150259.jpg,4608,3456
134,4ე,796,2381,144,232,IMG_20220404_150259.jpg,4608,3456
135,4ე,1998,3001,125,219,IMG_20220404_150259.jpg,4608,3456
136,4ე,2663,2959,115,217,IMG_20220404_150259.jpg,4608,3456
137,4ე,3104,2949,112,199,IMG_20220404_150259.jpg,4608,3456
138,4ე,3638,2622,110,200,IMG_20220404_150259.jpg,4608,3456
139,4ე,4127,2612,115,182,IMG_20220404_150259.jpg,4608,3456
140,4ე,1158,2373,135,235,IMG_20220404_150259.jpg,4608,3456
141,3დ,928,2348,239,254,IMG_20220404_150259.jpg,4608,3456
142,3დ,1787,3006,220,210,IMG_20220404_150259.jpg,4608,3456
143,3დ,2006,2345,210,212,IMG_20220404_150259.jpg,4608,3456
144,3დ,3314,3314,130,140,IMG_20220404_150259.jpg,4608,3456
145,3დ,3094,3328,112,128,IMG_20220404_150259.jpg,4608,3456
146,16რ,1285,2290,192,240,IMG_20220404_150259.jpg,4608,3456
147,16რ,4332,2537,144,207,IMG_20220404_150259.jpg,4608,3456
148,16რ,564,3012,205,240,IMG_20220404_150259.jpg,4608,3456
149,0ა,1460,2341,125,177,IMG_20220404_150259.jpg,4608,3456
150,0ა,1757,2670,112,169,IMG_20220404_150259.jpg,4608,3456
151,0ა,995,2702,129,170,IMG_20220404_150259.jpg,4608,3456
152,0ა,442,3079,135,179,IMG_20220404_150259.jpg,4608,3456
153,0ა,1257,3037,129,169,IMG_20220404_150259.jpg,4608,3456
154,0ა,1500,3017,122,177,IMG_20220404_150259.jpg,4608,3456
155,0ა,2882,2937,107,170,IMG_20220404_150259.jpg,4608,3456
156,0ა,3928,3276,68,100,IMG_20220404_150259.jpg,4608,3456
157,0ა,2205,2318,118,182,IMG_20220404_150259.jpg,4608,3456
158,26ც,1574,2333,159,240,IMG_20220404_150259.jpg,4608,3456
159,12ნ,2305,2276,152,217,IMG_20220404_150259.jpg,4608,3456
160,12ნ,1981,2602,135,230,IMG_20220404_150259.jpg,4608,3456
161,12ნ,1372,2959,140,247,IMG_20220404_150259.jpg,4608,3456
162,12ნ,3191,2568,122,207,IMG_20220404_150259.jpg,4608,3456
163,2გ,846,2730,164,217,IMG_20220404_150259.jpg,4608,3456
164,2გ,1111,3051,162,225,IMG_20220404_150259.jpg,4608,3456
165,2გ,1430,2704,150,207,IMG_20220404_150259.jpg,4608,3456
166,2გ,2690,2650,139,200,IMG_20220404_150259.jpg,4608,3456
167,2გ,3855,3291,87,134,IMG_20220404_150259.jpg,4608,3456
168,11მ,1116,2645,135,220,IMG_20220404_150259.jpg,4608,3456
169,11მ,3987,3233,77,150,IMG_20220404_150259.jpg,4608,3456
170,11მ,4464,3206,80,134,IMG_20220404_150259.jpg,4608,3456
171,10ლ,165,3107,285,225,IMG_20220404_150259.jpg,4608,3456
172,10ლ,2240,2652,234,212,IMG_20220404_150259.jpg,4608,3456
173,10ლ,3426,2613,225,214,IMG_20220404_150259.jpg,4608,3456
174,24შ,4215,3219,88,135,IMG_20220404_150259.jpg,4608,3456
175,24შ,2810,3299,107,140,IMG_20220404_150259.jpg,4608,3456
176,24შ,2533,2910,140,214,IMG_20220404_150259.jpg,4608,3456
177,24შ,758,3009,152,235,IMG_20220404_150259.jpg,4608,3456
178,6ზ,1557,2622,210,224,IMG_20220404_150259.jpg,4608,3456
179,6ზ,2809,2587,185,200,IMG_20220404_150259.jpg,4608,3456
180,6ზ,2971,3293,134,144,IMG_20220404_150259.jpg,4608,3456
181,30ხ,2974,2879,135,217,IMG_20220404_150259.jpg,4608,3456
182,5ვ,1859,2680,134,222,IMG_20220404_150259.jpg,4608,3456
183,5ვ,3438,3313,85,143,IMG_20220404_150259.jpg,4608,3456
184,5ვ,4237,2605,103,195,IMG_20220404_150259.jpg,4608,3456
185,13ო,4054,3259,107,122,IMG_20220404_150259.jpg,4608,3456
186,13ო,1242,2680,202,185,IMG_20220404_150259.jpg,4608,3456
187,13ო,0,2732,197,189,IMG_20220404_150259.jpg,4608,3456
188,22ღ,1615,3017,180,229,IMG_20220404_150259.jpg,4608,3456
189,0ა,2986,2625,103,155,IMG_20220404_150259.jpg,4608,3456
190,5ვ,3081,2638,122,210,IMG_20220404_150259.jpg,4608,3456
191,14პ,4297,3214,67,135,IMG_20220404_150259.jpg,4608,3456
192,0ა,1829,989,196,283,IMG_20220526_123129.jpg,3456,4608
193,0ა,2648,945,205,285,IMG_20220526_123129.jpg,3456,4608
194,0ა,2508,1476,69,109,IMG_20220526_123129.jpg,3456,4608
195,0ა,3035,1445,69,122,IMG_20220526_123129.jpg,3456,4608
196,0ა,2581,2055,71,118,IMG_20220526_123129.jpg,3456,4608
197,0ა,2697,2613,69,107,IMG_20220526_123129.jpg,3456,4608
198,0ა,2010,2892,62,102,IMG_20220526_123129.jpg,3456,4608
199,0ა,2172,2894,69,100,IMG_20220526_123129.jpg,3456,4608
200,0ა,1923,3143,73,109,IMG_20220526_123129.jpg,3456,4608
201,8ი,2263,957,194,303,IMG_20220526_123129.jpg,3456,4608
202,8ი,2281,1489,76,118,IMG_20220526_123129.jpg,3456,4608
203,8ი,3158,1437,89,122,IMG_20220526_123129.jpg,3456,4608
204,8ი,2199,1791,73,109,IMG_20220526_123129.jpg,3456,4608
205,8ი,1869,1807,80,105,IMG_20220526_123129.jpg,3456,4608
206,8ი,2406,1782,71,109,IMG_20220526_123129.jpg,3456,4608
207,8ი,2730,1769,80,111,IMG_20220526_123129.jpg,3456,4608
208,8ი,2806,2054,73,111,IMG_20220526_123129.jpg,3456,4608
209,8ი,2114,2354,71,113,IMG_20220526_123129.jpg,3456,4608
210,8ი,2677,2343,73,107,IMG_20220526_123129.jpg,3456,4608
211,8ი,2920,2610,85,109,IMG_20220526_123129.jpg,3456,4608
212,8ი,2392,2623,73,109,IMG_20220526_123129.jpg,3456,4608
213,8ი,2159,2623,71,107,IMG_20220526_123129.jpg,3456,4608
214,8ი,2426,2888,73,100,IMG_20220526_123129.jpg,3456,4608
215,8ი,2216,3149,67,93,IMG_20220526_123129.jpg,3456,4608
216,1ბ,1858,1511,80,105,IMG_20220526_123129.jpg,3456,4608
217,1ბ,2219,1491,71,116,IMG_20220526_123129.jpg,3456,4608
218,1ბ,2673,1760,69,116,IMG_20220526_123129.jpg,3456,4608
219,1ბ,2265,2352,76,109,IMG_20220526_123129.jpg,3456,4608
220,1ბ,2617,2345,71,93,IMG_20220526_123129.jpg,3456,4608
221,1ბ,2332,2612,71,116,IMG_20220526_123129.jpg,3456,4608
222,1ბ,2116,2895,67,102,IMG_20220526_123129.jpg,3456,4608
223,1ბ,2372,2884,65,100,IMG_20220526_123129.jpg,3456,4608
224,20ფ,2010,963,274,296,IMG_20220526_123129.jpg,3456,4608
225,24შ,2437,930,223,316,IMG_20220526_123129.jpg,3456,4608
226,24შ,2005,1500,87,113,IMG_20220526_123129.jpg,3456,4608
227,24შ,2902,1756,82,113,IMG_20220526_123129.jpg,3456,4608
228,24შ,2837,2336,82,111,IMG_20220526_123129.jpg,3456,4608
229,24შ,2410,2350,78,102,IMG_20220526_123129.jpg,3456,4608
230,24შ,2577,2879,80,107,IMG_20220526_123129.jpg,3456,4608
231,24შ,2366,3144,73,105,IMG_20220526_123129.jpg,3456,4608
232,13ო,2973,1756,98,109,IMG_20220526_123129.jpg,3456,4608
233,13ო,2263,1785,87,111,IMG_20220526_123129.jpg,3456,4608
234,13ო,1952,2078,89,113,IMG_20220526_123129.jpg,3456,4608
235,13ო,2911,2332,98,111,IMG_20220526_123129.jpg,3456,4608
236,13ო,2646,2879,89,116,IMG_20220526_123129.jpg,3456,4608
237,13ო,1998,2632,89,107,IMG_20220526_123129.jpg,3456,4608
238,13ო,2063,3146,89,109,IMG_20220526_123129.jpg,3456,4608
239,13ო,2430,3142,87,111,IMG_20220526_123129.jpg,3456,4608
240,19უ,2728,2866,89,125,IMG_20220526_123129.jpg,3456,4608
241,19უ,2508,3140,85,102,IMG_20220526_123129.jpg,3456,4608
242,19უ,2993,2332,96,109,IMG_20220526_123129.jpg,3456,4608
243,19უ,3062,1742,102,116,IMG_20220526_123129.jpg,3456,4608
244,19უ,1929,1491,85,125,IMG_20220526_123129.jpg,3456,4608
245,19უ,2034,1798,89,107,IMG_20220526_123129.jpg,3456,4608
246,19უ,2332,2330,89,127,IMG_20220526_123129.jpg,3456,4608
247,17ს,2452,2623,73,113,IMG_20220526_123129.jpg,3456,4608
248,17ს,2488,2886,67,102,IMG_20220526_123129.jpg,3456,4608
249,17ს,2274,3142,69,107,IMG_20220526_123129.jpg,3456,4608
250,17ს,2737,2348,76,91,IMG_20220526_123129.jpg,3456,4608
251,17ს,2174,2348,69,113,IMG_20220526_123129.jpg,3456,4608
252,17ს,2261,2076,78,105,IMG_20220526_123129.jpg,3456,4608
253,17ს,2174,2074,67,107,IMG_20220526_123129.jpg,3456,4608
254,17ს,2799,1758,76,118,IMG_20220526_123129.jpg,3456,4608
255,17ს,2466,1776,67,116,IMG_20220526_123129.jpg,3456,4608
256,17ს,2348,1486,73,105,IMG_20220526_123129.jpg,3456,4608
257,17ს,2566,1475,71,116,IMG_20220526_123129.jpg,3456,4608
258,17ს,3093,1446,76,107,IMG_20220526_123129.jpg,3456,4608
259,4ე,2717,1469,71,111,IMG_20220526_123129.jpg,3456,4608
260,4ე,2159,1498,71,105,IMG_20220526_123129.jpg,3456,4608
261,4ე,2608,1773,71,109,IMG_20220526_123129.jpg,3456,4608
262,4ე,2386,2074,69,100,IMG_20220526_123129.jpg,3456,4608
263,4ე,2112,2078,69,107,IMG_20220526_123129.jpg,3456,4608
264,4ე,2557,2348,69,98,IMG_20220526_123129.jpg,3456,4608
265,4ე,2279,2628,62,96,IMG_20220526_123129.jpg,3456,4608
266,4ე,2641,2617,67,107,IMG_20220526_123129.jpg,3456,4608
267,4ე,2310,2882,69,107,IMG_20220526_123129.jpg,3456,4608
268,18ტ,2753,2612,93,107,IMG_20220526_123129.jpg,3456,4608
269,18ტ,2479,2341,91,111,IMG_20220526_123129.jpg,3456,4608
270,18ტ,2141,3137,85,111,IMG_20220526_123129.jpg,3456,4608
271,18ტ,2508,2060,85,109,IMG_20220526_123129.jpg,3456,4608
272,18ტ,2526,1778,91,105,IMG_20220526_123129.jpg,3456,4608
273,18ტ,2624,1453,102,129,IMG_20220526_123129.jpg,3456,4608
274,18ტ,2076,1489,93,122,IMG_20220526_123129.jpg,3456,4608
275,10ლ,2929,1451,116,116,IMG_20220526_123129.jpg,3456,4608
276,10ლ,2704,2060,107,105,IMG_20220526_123129.jpg,3456,4608
277,10ლ,1936,1787,111,127,IMG_20220526_123129.jpg,3456,4608
278,10ლ,2023,2359,105,105,IMG_20220526_123129.jpg,3456,4608
279,7თ,1903,2635,105,111,IMG_20220526_123129.jpg,3456,4608
280,7თ,2548,2623,102,102,IMG_20220526_123129.jpg,3456,4608
281,15ჟ,1887,2094,73,98,IMG_20220526_123129.jpg,3456,4608
282,31ჯ,1918,2895,98,109,IMG_20220526_123129.jpg,3456,4608
283,31ჯ,2074,2621,93,111,IMG_20220526_123129.jpg,3456,4608
284,6ზ,2112,1778,98,122,IMG_20220526_123129.jpg,3456,4608
285,6ზ,2036,2078,93,116,IMG_20220526_123129.jpg,3456,4608
286,16რ,2777,1457,98,125,IMG_20220526_123129.jpg,3456,4608
287,16რ,2837,2603,91,120,IMG_20220526_123129.jpg,3456,4608
288,6ზ,2228,2879,93,113,IMG_20220526_123129.jpg,3456,4608
289,6ზ,1981,3144,91,122,IMG_20220526_123129.jpg,3456,4608
290,11მ,2059,2882,69,116,IMG_20220526_123129.jpg,3456,4608
291,28წ,1894,2368,76,89,IMG_20220526_123129.jpg,3456,4608
292,12ნ,2343,1780,69,111,IMG_20220526_123129.jpg,3456,4608
293,12ნ,2221,2617,67,109,IMG_20220526_123129.jpg,3456,4608
294,14პ,2330,2065,65,113,IMG_20220526_123129.jpg,3456,4608
295,9კ,2864,1446,73,129,IMG_20220526_123129.jpg,3456,4608
296,9კ,2641,2045,71,122,IMG_20220526_123129.jpg,3456,4608
297,21ქ,2443,2052,71,125,IMG_20220526_123129.jpg,3456,4608
298,11მ,2446,1477,73,118,IMG_20220526_123129.jpg,3456,4608
299,0ა,3150,688,71,133,IMG_20230125_173540.jpg,4608,3456
300,0ა,4242,696,76,136,IMG_20230125_173540.jpg,4608,3456
301,0ა,2054,1058,74,116,IMG_20230125_173540.jpg,4608,3456
302,0ა,2776,1067,74,105,IMG_20230125_173540.jpg,4608,3456
303,0ა,920,1364,68,99,IMG_20230125_173540.jpg,4608,3456
304,0ა,2581,1539,68,99,IMG_20230125_173540.jpg,4608,3456
305,0ა,3025,1548,76,105,IMG_20230125_173540.jpg,4608,3456
306,0ა,2901,1389,76,102,IMG_20230125_173540.jpg,4608,3456
307,0ა,3362,1392,79,99,IMG_20230125_173540.jpg,4608,3456
308,0ა,2312,1695,71,99,IMG_20230125_173540.jpg,4608,3456
309,0ა,2442,1701,71,93,IMG_20230125_173540.jpg,4608,3456
310,0ა,3772,1562,82,96,IMG_20230125_173540.jpg,4608,3456
311,0ა,3914,1559,74,102,IMG_20230125_173540.jpg,4608,3456
312,0ა,3257,1551,74,102,IMG_20230125_173540.jpg,4608,3456
313,0ა,2717,1859,76,102,IMG_20230125_173540.jpg,4608,3456
314,0ა,3158,1865,82,102,IMG_20230125_173540.jpg,4608,3456
315,0ა,1115,2145,68,93,IMG_20230125_173540.jpg,4608,3456
316,0ა,2057,2151,71,105,IMG_20230125_173540.jpg,4608,3456
317,0ა,3461,2173,68,105,IMG_20230125_173540.jpg,4608,3456
318,8ი,1791,1070,76,99,IMG_20230125_173540.jpg,4608,3456
319,8ი,4081,1404,79,105,IMG_20230125_173540.jpg,4608,3456
320,8ი,3393,1556,68,96,IMG_20230125_173540.jpg,4608,3456
321,8ი,3198,1395,76,105,IMG_20230125_173540.jpg,4608,3456
322,8ი,2479,1392,74,93,IMG_20230125_173540.jpg,4608,3456
323,8ი,1237,1531,74,99,IMG_20230125_173540.jpg,4608,3456
324,8ი,1794,1525,79,110,IMG_20230125_173540.jpg,4608,3456
325,8ი,2179,1698,74,96,IMG_20230125_173540.jpg,4608,3456
326,8ი,1972,1851,82,96,IMG_20230125_173540.jpg,4608,3456
327,8ი,2170,1854,74,93,IMG_20230125_173540.jpg,4608,3456
328,8ი,2301,1851,82,93,IMG_20230125_173540.jpg,4608,3456
329,8ი,1401,1998,74,91,IMG_20230125_173540.jpg,4608,3456
330,8ი,1916,1998,76,116,IMG_20230125_173540.jpg,4608,3456
331,8ი,2439,2015,74,93,IMG_20230125_173540.jpg,4608,3456
332,8ი,2623,2018,74,91,IMG_20230125_173540.jpg,4608,3456
333,8ი,3076,2182,76,99,IMG_20230125_173540.jpg,4608,3456
334,8ი,3441,2023,71,99,IMG_20230125_173540.jpg,4608,3456
335,8ი,3732,2032,74,91,IMG_20230125_173540.jpg,4608,3456
336,8ი,3882,2190,71,93,IMG_20230125_173540.jpg,4608,3456
337,8ი,2657,1859,74,102,IMG_20230125_173540.jpg,4608,3456
338,8ი,2830,1392,85,91,IMG_20230125_173540.jpg,4608,3456
339,4ე,2929,1078,79,122,IMG_20230125_173540.jpg,4608,3456
340,4ე,3062,1061,76,136,IMG_20230125_173540.jpg,4608,3456
341,4ე,3585,702,74,122,IMG_20230125_173540.jpg,4608,3456
342,4ე,2886,1534,74,136,IMG_20230125_173540.jpg,4608,3456
343,4ე,2793,1704,74,116,IMG_20230125_173540.jpg,4608,3456
344,4ე,2861,2006,71,127,IMG_20230125_173540.jpg,4608,3456
345,4ე,3749,2179,74,119,IMG_20230125_173540.jpg,4608,3456
346,4ე,2182,1984,68,139,IMG_20230125_173540.jpg,4608,3456
347,4ე,2267,2151,71,130,IMG_20230125_173540.jpg,4608,3456
348,4ე,1019,1514,71,127,IMG_20230125_173540.jpg,4608,3456
349,4ე,1285,1378,74,110,IMG_20230125_173540.jpg,4608,3456
350,4ე,1474,1525,65,125,IMG_20230125_173540.jpg,4608,3456
351,4ე,2490,1845,74,133,IMG_20230125_173540.jpg,4608,3456
352,4ე,3628,1375,71,147,IMG_20230125_173540.jpg,4608,3456
353,4ე,3781,1398,82,122,IMG_20230125_173540.jpg,4608,3456
354,17ს,3812,693,79,130,IMG_20230125_173540.jpg,4608,3456
355,17ს,3079,682,85,133,IMG_20230125_173540.jpg,4608,3456
356,17ს,4154,1372,74,127,IMG_20230125_173540.jpg,4608,3456
357,17ს,2114,1024,79,139,IMG_20230125_173540.jpg,4608,3456
358,17ს,2513,1517,76,133,IMG_20230125_173540.jpg,4608,3456
359,17ს,2547,1358,76,130,IMG_20230125_173540.jpg,4608,3456
360,17ს,1299,1500,85,122,IMG_20230125_173540.jpg,4608,3456
361,17ს,945,1494,85,125,IMG_20230125_173540.jpg,4608,3456
362,17ს,3087,1525,82,127,IMG_20230125_173540.jpg,4608,3456
363,17ს,3500,1992,79,127,IMG_20230125_173540.jpg,4608,3456
364,17ს,3803,1995,68,136,IMG_20230125_173540.jpg,4608,3456
365,17ს,3396,2142,74,139,IMG_20230125_173540.jpg,4608,3456
366,17ს,1531,1970,79,125,IMG_20230125_173540.jpg,4608,3456
367,17ს,2236,1820,71,136,IMG_20230125_173540.jpg,4608,3456
368,17ს,2247,1664,68,127,IMG_20230125_173540.jpg,4608,3456
369,11მ,2394,1050,82,116,IMG_20230125_173540.jpg,4608,3456
370,11მ,2567,1044,74,127,IMG_20230125_173540.jpg,4608,3456
371,11მ,2705,1044,76,125,IMG_20230125_173540.jpg,4608,3456
372,11მ,2439,1517,82,125,IMG_20230125_173540.jpg,4608,3456
373,11მ,2275,1520,79,116,IMG_20230125_173540.jpg,4608,3456
374,11მ,1803,1355,85,116,IMG_20230125_173540.jpg,4608,3456
