label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
8ი,3940,2138,413,433,IMG_20230212_163000.jpg,4608,3456
11მ,156,702,210,328,IMG_20230212_163000.jpg,4608,3456
13ო,360,695,243,328,IMG_20230212_163000.jpg,4608,3456
30ხ,602,721,177,282,IMG_20230212_163000.jpg,4608,3456
0ა,779,708,177,289,IMG_20230212_163000.jpg,4608,3456
16რ,950,715,243,289,IMG_20230212_163000.jpg,4608,3456
24შ,1179,695,184,315,IMG_20230212_163000.jpg,4608,3456
19უ,1343,695,197,315,IMG_20230212_163000.jpg,4608,3456
10ლ,1547,695,308,302,IMG_20230212_163000.jpg,4608,3456
4ე,2170,708,184,308,IMG_20230212_163000.jpg,4608,3456
1ბ,2350,697,176,324,IMG_20230212_163000.jpg,4608,3456
12ნ,280,726,146,237,IMG_20230212_163016.jpg,1200,1600
8ი,418,853,85,115,IMG_20230212_163016.jpg,1200,1600
9კ,493,860,78,233,IMG_20230212_163016.jpg,1200,1600
13ო,563,868,125,99,IMG_20230212_163016.jpg,1200,1600
16რ,682,775,136,182,IMG_20230212_163016.jpg,1200,1600
0ა,813,850,89,109,IMG_20230212_163016.jpg,1200,1600
2გ,517,1822,291,449,IMG_20230212_163114.jpg,3456,4608
4ე,785,1810,268,449,IMG_20230212_163114.jpg,3456,4608
13ო,1047,1822,431,420,IMG_20230212_163114.jpg,3456,4608
20ფ,1566,1816,431,431,IMG_20230212_163114.jpg,3456,4608
16რ,2260,1787,385,455,IMG_20230212_163114.jpg,3456,4608
11მ,2638,1798,274,443,IMG_20230212_163114.jpg,3456,4608
0ა,2895,1798,274,437,IMG_20230212_163114.jpg,3456,4608
17ს,1048,3213,112,197,IMG_20230212_163114.jpg,3456,4608
0ა,1150,3296,73,112,IMG_20230212_163114.jpg,3456,4608
10ლ,1221,3296,163,180,IMG_20230212_163114.jpg,3456,4608
7თ,1444,3301,100,114,IMG_20230212_163114.jpg,3456,4608
8ი,1544,3301,75,102,IMG_20230212_163114.jpg,3456,4608
20ფ,1014,3493,168,240,IMG_20230212_163114.jpg,3456,4608
13ო,1371,3507,102,119,IMG_20230212_163114.jpg,3456,4608
21ქ,2392,3282,207,317,IMG_20230212_163114.jpg,3456,4608
16რ,2658,3272,110,210,IMG_20230212_163114.jpg,3456,4608
19უ,2855,3350,100,230,IMG_20230212_163114.jpg,3456,4608
17ს,173,777,121,228,IMG_20230212_163204.jpg,1200,1600
13ო,283,847,103,143,IMG_20230212_163204.jpg,1200,1600
20ფ,371,817,143,249,IMG_20230212_163204.jpg,1200,1600
10ლ,495,774,161,246,IMG_20230212_163204.jpg,1200,1600
8ი,975,783,76,146,IMG_20230212_163204.jpg,1200,1600
16რ,359,689,118,249,IMG_20230212_163315.jpg,1200,1600
15ჟ,553,677,124,237,IMG_20230212_163315.jpg,1200,1600
0ა,665,677,100,249,IMG_20230212_163315.jpg,1200,1600
12ნ,759,671,124,258,IMG_20230212_163315.jpg,1200,1600
8ი,872,680,121,228,IMG_20230212_163315.jpg,1200,1600
10ლ,304,817,149,140,IMG_20230212_163743.jpg,1200,1600
8ი,447,823,91,123,IMG_20230212_163743.jpg,1200,1600
18ტ,534,820,121,138,IMG_20230212_163743.jpg,1200,1600
5ვ,649,823,86,132,IMG_20230212_163743.jpg,1200,1600
19უ,729,825,96,120,IMG_20230212_163743.jpg,1200,1600
16რ,820,822,102,114,IMG_20230212_163743.jpg,1200,1600
8ი,2904,1758,437,734,IMG_20230212_163814.jpg,3456,4608
0ა,2563,1723,367,804,IMG_20230212_163814.jpg,3456,4608
20ფ,2021,1714,551,778,IMG_20230212_163814.jpg,3456,4608
13ო,1505,1705,542,874,IMG_20230212_163814.jpg,3456,4608
16რ,980,1723,533,796,IMG_20230212_163814.jpg,3456,4608
1ბ,613,1740,393,778,IMG_20230212_163814.jpg,3456,4608
1ბ,1024,1973,256,449,IMG_20230212_163844.jpg,3456,4608
4ე,1256,1999,231,450,IMG_20230212_163844.jpg,3456,4608
16რ,1468,1999,294,462,IMG_20230212_163844.jpg,3456,4608
27ძ,1737,1992,237,456,IMG_20230212_163844.jpg,3456,4608
12ნ,1949,1992,212,456,IMG_20230212_163844.jpg,3456,4608
19უ,2143,1986,244,443,IMG_20230212_163844.jpg,3456,4608
10ლ,2380,1986,231,500,IMG_20230212_163844.jpg,3456,4608
0ა,2599,2005,231,450,IMG_20230212_163844.jpg,3456,4608
11მ,1211,2038,235,426,IMG_20230212_163857.jpg,3456,4608
13ო,1419,2055,273,465,IMG_20230212_163857.jpg,3456,4608
30ხ,1681,2049,219,437,IMG_20230212_163857.jpg,3456,4608
12ნ,854,1330,179,304,IMG_20230212_163927.jpg,3456,4608
0ა,1025,1309,175,308,IMG_20230212_163927.jpg,3456,4608
17ს,1196,1322,179,308,IMG_20230212_163927.jpg,3456,4608
12ნ,1429,1326,196,287,IMG_20230212_163927.jpg,3456,4608
28წ,1608,1322,196,291,IMG_20230212_163927.jpg,3456,4608
5ვ,1787,1330,196,275,IMG_20230212_163927.jpg,3456,4608
25ჩ,2545,1314,192,308,IMG_20230212_163927.jpg,3456,4608
8ი,2890,1318,196,300,IMG_20230212_163927.jpg,3456,4608
14პ,2447,1656,110,175,IMG_20230212_163927.jpg,3456,4608
16რ,2541,1660,142,168,IMG_20230212_163927.jpg,3456,4608
19უ,2920,1656,100,162,IMG_20230212_163927.jpg,3456,4608
21ქ,840,2654,149,240,IMG_20230212_163940.jpg,3456,4608
0ა,975,2658,135,251,IMG_20230212_163940.jpg,3456,4608
16რ,1106,2643,193,248,IMG_20230212_163940.jpg,3456,4608
7თ,1296,2665,197,226,IMG_20230212_163940.jpg,3456,4608
19უ,1478,2658,153,237,IMG_20230212_163940.jpg,3456,4608
10ლ,1624,2650,244,244,IMG_20230212_163940.jpg,3456,4608
8ი,1860,2650,138,248,IMG_20230212_163940.jpg,3456,4608
12ნ,2035,2647,131,259,IMG_20230212_163940.jpg,3456,4608
28წ,2159,2640,146,262,IMG_20230212_163940.jpg,3456,4608
5ვ,2298,2647,124,230,IMG_20230212_163940.jpg,3456,4608
12ნ,2538,2640,142,248,IMG_20230212_163940.jpg,3456,4608
25ჩ,425,3040,390,958,IMG_20230212_163940.jpg,3456,4608
0ა,786,3033,342,984,IMG_20230212_163940.jpg,3456,4608
8ი,1106,3015,361,1009,IMG_20230212_163940.jpg,3456,4608
14პ,1989,2647,114,178,IMG_20230212_163951.jpg,3456,4608
16რ,2092,2652,143,178,IMG_20230212_163951.jpg,3456,4608
4ე,2227,2644,95,175,IMG_20230212_163951.jpg,3456,4608
11მ,2312,2642,98,172,IMG_20230212_163951.jpg,3456,4608
8ი,2402,2642,93,167,IMG_20230212_163951.jpg,3456,4608
19უ,2484,2650,103,159,IMG_20230212_163951.jpg,3456,4608
30ხ,1992,2825,117,156,IMG_20230212_163951.jpg,3456,4608
0ა,2098,2817,90,170,IMG_20230212_163951.jpg,3456,4608
17ს,2405,2822,90,146,IMG_20230212_163951.jpg,3456,4608
1ბ,1992,3166,109,167,IMG_20230212_163951.jpg,3456,4608
17ს,916,2372,345,442,IMG_20230212_163717.jpg,3456,4608
4ე,1253,2346,267,442,IMG_20230212_163717.jpg,3456,4608
12ნ,1502,2311,289,498,IMG_20230212_163717.jpg,3456,4608
3დ,1773,2306,389,472,IMG_20230212_163717.jpg,3456,4608
5ვ,2149,2289,271,455,IMG_20230212_163717.jpg,3456,4608
8ი,2412,2271,249,481,IMG_20230212_163717.jpg,3456,4608
25ჩ,2661,2267,258,481,IMG_20230212_163717.jpg,3456,4608
18ტ,943,2840,459,546,IMG_20230212_163717.jpg,3456,4608
13ო,1393,2831,485,590,IMG_20230212_163717.jpg,3456,4608
