label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
9კ,3460,406,145,207,IMG_20230226_123842.jpg,4608,3456
4ე,3594,405,147,202,IMG_20230226_123842.jpg,4608,3456
18ტ,3734,396,181,207,IMG_20230226_123842.jpg,4608,3456
8ი,3905,386,159,204,IMG_20230226_123842.jpg,4608,3456
17ს,675,2216,131,192,IMG_20230226_123842.jpg,4608,3456
4ე,794,2221,126,190,IMG_20230226_123842.jpg,4608,3456
16რ,910,2225,140,195,IMG_20230226_123842.jpg,4608,3456
5ვ,1038,2226,119,198,IMG_20230226_123842.jpg,4608,3456
8ი,1145,2228,143,193,IMG_20230226_123842.jpg,4608,3456
7თ,1107,2754,176,181,IMG_20230226_123842.jpg,4608,3456
1ბ,1392,2765,126,183,IMG_20230226_123842.jpg,4608,3456
0ა,1514,2772,124,183,IMG_20230226_123842.jpg,4608,3456
9კ,886,2751,121,176,IMG_20230226_123842.jpg,4608,3456
13ო,753,2105,109,109,IMG_20230226_123842.jpg,4608,3456
11მ,851,2107,76,110,IMG_20230226_123842.jpg,4608,3456
14პ,919,2107,76,109,IMG_20230226_123842.jpg,4608,3456
19უ,1058,2100,78,116,IMG_20230226_123842.jpg,4608,3456
18ტ,1129,2109,79,109,IMG_20230226_123842.jpg,4608,3456
10ლ,1411,2107,74,114,IMG_20230226_123842.jpg,4608,3456
21ქ,1246,1543,115,198,IMG_20230226_125208.jpg,3456,4608
7თ,1396,1543,136,198,IMG_20230226_125208.jpg,3456,4608
1ბ,1516,1552,101,191,IMG_20230226_125208.jpg,3456,4608
8ი,1605,1547,97,196,IMG_20230226_125208.jpg,3456,4608
10ლ,1690,1545,145,196,IMG_20230226_125208.jpg,3456,4608
17ს,1930,1547,101,196,IMG_20230226_125208.jpg,3456,4608
17ს,929,2031,99,175,IMG_20230226_125208.jpg,3456,4608
0ა,1018,2021,90,189,IMG_20230226_125208.jpg,3456,4608
1ბ,1097,2026,97,184,IMG_20230226_125208.jpg,3456,4608
5ვ,1265,2031,90,173,IMG_20230226_125208.jpg,3456,4608
24შ,1348,2024,97,182,IMG_20230226_125208.jpg,3456,4608
5ვ,1430,2028,87,175,IMG_20230226_125208.jpg,3456,4608
13ო,1506,2031,113,177,IMG_20230226_125208.jpg,3456,4608
1ბ,1755,2024,90,182,IMG_20230226_125208.jpg,3456,4608
0ა,1835,2021,92,189,IMG_20230226_125208.jpg,3456,4608
2გ,1916,2026,87,184,IMG_20230226_125208.jpg,3456,4608
0ა,1999,2024,97,177,IMG_20230226_125208.jpg,3456,4608
1ბ,2139,2024,94,177,IMG_20230226_125208.jpg,3456,4608
0ა,2220,2024,87,179,IMG_20230226_125208.jpg,3456,4608
22ღ,2293,2028,106,179,IMG_20230226_125208.jpg,3456,4608
8ი,2390,2028,97,175,IMG_20230226_125208.jpg,3456,4608
